X;Y;key;nome;nomeunita1;nomeunita2;daprof;aprof;litologia;posizione;rango;etarel;a;oid
11,04144873;43,18065126;66235;TRAVALE 15;LIGURIDI S.L.;;0;55;ARGILLITE-CALCARE;;Indefinita;CRETACEO;EOCENE;7639
11,04478217;43,18204018;640783;TRAVALE 16;LIGURIDI S.L.;;0;157;ARGILLITE-CALCARE;;Indefinita;CRETACEO;EOCENE;7470
11,03885935;43,18068673;295113;TRAVALE 17;LIGURIDI S.L.;;0;65;ARGILLITE-CALCARE;;Indefinita;CRETACEO;EOCENE;7641
11,03869545;43,18060997;763204;TRAVALE 18;LIGURIDI S.L.;;0;80;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;7643
11,03978197;43,18370685;590146;TRAVALE 19;LIGURIDI S.L.;;0;200;ARGILLITE-CALCARE;;Indefinita;CRETACEO;EOCENE;7473
11,04089313;43,18315128;947075;TRAVALE 20;LIGURIDI S.L.;;0;192;ARGILLITE-CALCARE;;Indefinita;CRETACEO;EOCENE;7475
11,04266909;43,20216844;5536006;TRAVALE 21;LIGURIDI S.L.;LIGURIDI S.L.;0;400;ARGILLITI E MICRITI;ALLOCTONO;Indefinita;EOCENE;CRETACEO;3536
11,05198588;43,19649072;5536015;TRAVALE 22;CALCARI A PALOMBINI F.L.;LIGURIDI S.L.;0;640;ARGILLITI,MICRITI E ARENARIE CEM.CA;ALLOCTONO;FORMAZIONE;CRETACEO INF.;;3572
11,05006104;43,19703395;198737;TRAVALE 23;LIGURIDI S.L.;;0;700;ARGILLITE-CALCARE MARNOSO-CALCARE;;Indefinita;CRETACEO;EOCENE;7478
11,05011057;43,19708587;741910;TRAVALE 23D;GRUPPO SERIE OFIOLITIFERA F.L.;;0;35;OFIOLITE;;Gruppo;GIURASSICO;;7480
11,04283769;43,17787345;5536014;TRAVALE 3BIS;LIGURIDI S.L.;LIGURIDI S.L.;0;164;ARGILLITI,CALCARI MARNOSI E MICRITI;ALLOCTONO;Indefinita;EOCENE;CRETACEO;3569
11,04089314;43,18231794;374251;TRAVALE 4BIS;LIGURIDI S.L.;;0;94;ARGILLITE-CALCARE;;Indefinita;CRETACEO;EOCENE;7458
11,04089312;43,18398462;903474;TRAVALE 5;LIGURIDI S.L.;;0;268;ARGILLITE-CALCARE;;Indefinita;CRETACEO;EOCENE;7460
11,03867083;43,18259572;528390;TRAVALE 6;LIGURIDI S.L.;;0;103;ARGILLITE-CALCARE;;indefinita;CRETACEO;EOCENE;7462
11,03922638;43,18509575;674161;TRAVALE 7;LIGURIDI S.L.;;0;288;ARGILLITE-CALCARE;;Indefinita;CRETACEO;EOCENE;7464
11,03755965;43,18537351;5536017;TRAVALE 8;CALCARE A PALOMBINI F.L.;LIGURIDI S.L.;0;301;OFIOLITI,ARGILLITI,MICRITI;ALLOCTONO;FORMAZIONE;CRETACEO INF.;;3578
11,04228206;43,18398463;236962;TRAVALE 9;LIGURIDI S.L.;;0;229;ARGILLITE-CALCARE;;Indefinita;CRETACEO;EOCENE;7467
11,042911;43,18204094;610841;TRAVALEBCF 3;LIGURIDI S.L.;;0;160;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;7454
11,04089314;43,18231794;303446;TRAVALEBCF 4;LIGURIDI S.L.;;0;114;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;7456
11,04402661;43,17954015;1006497;TRAVALEHN 2;LIGURIDI S.L.;;0;52,8;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;10487
10,34112944;44,66483264;6330003;TRAVERSETOLO 1;;;0;670,6;SABBIE,ARGILLE E CIOTTOLI;;;QUATERNARIO;;4109
12,16009012;44,58706282;6345026;TRE MOTTE 1D;;;0;1264,5;SABBIE E ARGILLE;;;QUATERNARIO;;4470
12,16009012;44,58706282;6345027;TRE MOTTE 2D;;;0;1261,5;SABBIE E ARGILLE;;;QUATERNARIO;;4473
8,744390991;45,46372286;6817007;TRECATE 4;;;0;190;ALLUVIONI;;;OLOCENE;;5705
8,761613807;45,47066751;6818003;TRECATE 5D;;;0;390;ALLUVIONI;;;OLOCENE;;5729
16,46111077;40,46453039;3879001;TREDICICCHIO 1;;;0;1224;ARGILLA GRIGIA LOCALMENTE SILTOSA CON LIVELLI DI SABBIA;;;PLEISTOCENE;PLIOCENE SUP.;1200
9,083292952;45,48928082;6820001;TRENNO 1;ALLUVIONI;;0;281;;;;QUATERNARIO;;11840
9,083292949;45,48955861;6820006;TRENNO 2D;;;0;270,6;ALLUVIONI;;;QUATERNARIO;;5782
10,01749684;45,47095264;6828003;TRENZANO 1;;;0;801,5;SABBIE,ARGILLE E CIOTTOLI;;;QUATERNARIO;;6157
9,961661381;45,46261889;6827004;TRENZANO 2;;;0;557;SABBIE,ARGILLE E CIOTTOLI;;;QUATERNARIO;;6115
9,968050533;45,46178558;6827005;TRENZANO 3;;;0;627,3;SABBIE,CIOTTOLI E ARGILLE;;;QUATERNARIO;;6118
10,04694248;45,46845277;6828004;TRENZANO 4;;;0;881,25;SABBIE,CIOTTOLI E ARGILLE;;;QUATERNARIO;;6160
10,07777701;45,47011963;6828005;TRENZANO 5;;;0;805,6;SABBIE,CIOTTOLI E ARGILLE;;;QUATERNARIO;;6163
9,650538614;45,40428301;6825005;TRESCORE CREMASCO 1;;;0;1136,6;ARGILLE E SABBIE;;;QUATERNARIO;;6038
11,9292456;44,82456486;6443014;TRESIGALLO 1;;;0;1525,3;SABBIE CON ARGILLE;;;QUATERNARIO;;4704
11,92730143;44,7865088;6443017;TRESIGALLO 13;;;0;1154,75;SABBIE E ARGILLE;;;QUATERNARIO;;4711
11,88035478;44,82567576;6443015;TRESIGALLO 8;;;0;1486,6;SABBIE E ARGILLE;;;QUATERNARIO;;4707
11,90952278;44,80539786;6443016;TRESIGALLO 9;;;0;1407,5;SABBIE E ARGILLE;;;QUATERNARIO;;4709
9,587756856;45,53289549;6924005;TREVIGLIO 1;;;0;545,95;SABBIE,ARGILLE E CIOTTOLI;;;QUATERNARIO;;6450
9,589979108;45,53789558;6924006;TREVIGLIO 2;;;0;536;SABBIE E ARGILLE;;;QUATERNARIO;;6453
13,7032158;43,24733024;5557006;TRIBBIO 1;;;0;2283;ARGILLE,MARNE,ARGILLE CON LIVELLI D;;;PLEISTOCENE;SERRAVALLIANO;3637
14,73020679;41,9931527;4765005;TRIGNO 6;;;0;1030;ARGILLE,MARNE,CALCARI MARNOSI;;;;;2102
15,31805959;41,37139778;1005128;TROIA 4;;;0;31;ARGILLA PLASTICA OCRACEA, LEGGERMENTE SABBIOSA;;;PLIOCENE SUPERIORE-PLEISTOCENE;;12612
14,59022391;37,7825575;2264001;TROINA 1;;;0;3400;ARGILLE ED ARENARIE;;;;;833
8,766613327;45,52511272;6918003;TURBIGO 1;;;0;610,2;SABBIE,CIOTTOLI E ARGILLE;;;QUATERNARIO;;6287
10,80671763;43,18315011;639842;TURBONE 1;GRUPPO FORMAZIONI POSTOROGENICHE;;0;400;CONGLOMERATO-ARGILLA-SABBIA;;Gruppo;MIOCENE-SUP;PLIOCENE-MEDIO;6901
10,80866219;43,1789834;5534021;TURBONE 2;FORMAZIONI POSTOROGENICHE;;0;280;CONGLOMERATI;;GRUPPO;PLIOCENE;;3324
10,80691639;43,18716413;227002;TURBONE 3;GRUPPO FORMAZIONI POSTOROGENICHE;;0;340;CONGLOMERATO-ARGILLA-SABBIA;;Gruppo;NEOGENE;;6906
9,683322313;44,99900002;6525004;TURRO 2;;;0;371;ARGILLE,SABBIE E CIOTTOLI;;;QUATERNARIO;;4909
9,688322428;45,00622237;6625001;TURRO 3;;;0;595,8;ARGILLE,SABBIE E CIOTTOLI;;;QUATERNARIO;;5317
9,871268357;45,5110357;2320760;URAGO D'OGLIO 1;;;0;142;SABBIA, CIOTTOLI E ARGILLA;;;;;9083
11,46035743;42,72648135;403191;USI;;;0;147;FLYSCH ALLOCTONO LIGURE;;;;;6658
8,902515425;39,69421502;976128;USSARAMANNA;;;0;161;SILTITI MARNOSE;;;;;7909
8,925020387;39,25282244;237915;UTA;;;0;7;CIOTTOLI-ARGILLE ALLUVIONALI;;;;;7920
11,25590214;43,08454007;292859;VAL DI FARMA 1;;;0;300;ARGILLE NERE, ARGILLITI NERE E AREN;;;CARBONIFERO;;6668
11,19478876;43,08065084;827420;VAL DI FARMA SP 6;;;0;130;Filladi, quarziti;;;Trias;;6669
10,93495939;43,23621091;5535022;VAL PAVONE 2;CALCAREO-MARNOSA F.L.;;0;310;CALCARE MARNOSO-MARNA-ARENARIA CEM. CARB-CALCARE;;Formazione;CRETACEO-S;;10036
10,92644415;43,20592876;5535021;VAL PAVONE 3;FLYSCH CALCAREO MARNOSO;LIGURIDI S.L.;0;130;CALCARI MARNOSI,MARNE,ARGILLITI,ARENARIA E SILTITI;ALLOCTONO;GRUPPO;CRETACEO SUP.;;3492
13,73996407;42,89322896;1005174;VAL TESINO 1;;;0;18;ARGILLA PLASTICA OCRACEA;;;;PLIOCENE SUPERIORE;19199
11,81759417;42,58703698;5142026;VALENTANO 2;SERIE LACUSTRE;;0;70;ARGILLE E BRECCIA VULCANICA;;INDEFINITA;QUATERNARIO;;2851
11,78037068;42,57286998;920005;VALENTANO 4;VULCANITI ALCALINO POTASSICHE;;0;200;LAVE,PIROCLASTITI,TEFRITI,TUFI;;Formazione;QUATERNARIO;;8801
11,83898417;42,54981443;189370;VALENTANO 5;VULCANITI ALCALINO POTASSICHE;;0;430;LEUCITITI,PIROCLASTITI,IGNIMBRITI;;Formazione;QUATERNARIO;;8813
11,80814943;42,58037019;5142002;VALENTANO/C.CACONE;;ALLUVIONI RECENTI TERRAZZATI;0;28;DEPOSITI ALLUVIONALI;;;OLOCENE;;2751
12,89792575;44,87491693;47644;VALENTINA 1;;;0;351;;;;;;8383
14,27603883;43,27211115;61075;VALERIA 1;;;0;1170;ARGILLE, ANIDRITI E CALCARI;;;;;8013
11,97424784;44,77261995;6443053;VALLAZZETTA 1;;;0;1467;SABBIE E ARGILLE;;;;;4812
12,11369836;44,70623083;6444002;VALLE LEPRI 1;;;0;1964,5;SABBIE E ARGILLE;;;QUATERNARIO;;4821
9,223858002;45,15899947;6621004;VALLE SALIMBENE 1;;;0;812;SABBIE E ARGILLE;;;QUATERNARIO;;5283
13,95378721;42,28870893;7959001;VALLECUPA 1;;;0;490;ARGILLE,MARNE E ARENARIE;;;PLIOCENE;;6618
13,94497579;42,28509775;1006946;VALLECUPA 31;;;0;530;ARGILLE MARNOSE CON INTERCALAZIONI ARENACEE;;;PLIOCENE INFERIORE;;13787
9,623319736;45,01899994;6624001;VALLERA 1;;;0;791,4;SABBIE E ARGILLE;;;QUATERNARIO;;5304
11,46091241;42,79398212;510948;VALLERONA;;;0;202;flysch alloctono ligure;;;;;6662
10,14889979;44,65927597;6329001;VALLEZZA 178;;;0;888,7;ARGILLE CON CALCARI MARNOSI E ARENARIE;;;;;4095
10,14917754;44,66233157;6329002;VALLEZZA 179;;;0;973,6;ARGILLE CON LIVELLETTI SABBIOSO ARENACEI;;;;;4097
10,15834462;44,65733155;6329005;VALLEZZA 201;;;0;1085,5;ARGILLE E ARGILLE MARNOSE;;;OLIGOCENE;;4104
12,14758971;44,57872932;6345003;VALLI DI COMACCHIO 1;;;0;1181,5;SABBIE E ARGILLE;;;QUATERNARIO;;4417
12,15981233;44,5873406;6345004;VALLI DI COMACCHIO 2;;;0;1274,6;SABBIE E ARGILLE;;;QUATERNARIO;;4419
12,14592294;44,58261825;6345028;VALLI DI COMACCHIO 3D;;;0;1281,6;ARGILLE E SABBIE;;;QUATERNARIO;;4475
11,97452617;44,71289694;6443010;VALLI DI COMACCHIO N.O.1;;;0;946,6;SABBIE E ARGILLE;;;QUATERNARIO;;4695
10,85144183;43,15176108;5434008;VALLINO;SCAGLIA ROSSA;FALDA TOSCANA;0;186,45;ARGILLITI;ALLOCTONO;FORMAZIONE;EOCENE;CRETACEO;3169
10,85894178;43,18759488;727750;VALLONSORDO 1;LIGURIDI S.L.;;0;775;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;7196
10,86791141;43,18786886;5534017;VALLONSORDO 2;LIGURIDI S.L.;LIGURIDI S.L.;0;465;ARGILLITI,CALCARI,CALCARI MARNOSI E ARENARIA;ALLOCTONO;Indrfinita;EOCENE SUP.;CRETACEO INF.;3311
10,87651867;43,18925872;5535018;VALLONSORDO 3;FLYSCH CALCAREO MARNOSO;LIGURIDI S.L.;0;230;CALCARI MARNOSI,MARNE,ARGILLITI E ARENARIA CEM. CARB;ALLOCTONO;GRUPPO;CRETACEO SUP.;;3475
11,19534455;43,05648389;622198;VALO DI FARMA SP7;;;0;150;ALTERNANZE DI QUARZITI, FILLADI;;;TRIAS;;30
10,92311074;43,2006509;951195;VALPAVONE 1;LIGURIDI S.L.;;0;150;ARGILLITE-CALCARE-ARENARIA;;Indefinita;CRETACEO;EOCENE;7201
12,12175344;44,7953987;6444003;VARANO 1;;;0;2194,55;SABBIE E ARGILLE;;;QUATERNARIO;;4824
9,166628221;45,60178285;6921001;VAREDO 1;DEPOSITI ALLUVIONALI;;0;175,6;INTERCALAZIONI DI SABBIE ED ARGILLE CON QUALCHE LIVELLO DI GHIAIA;;;OLOCENE;;6306
11,51812243;44,38872395;6240004;VARIGNANA SUPERIORE 1;;;0;332,3;ARGILLE CON SABBIE;;;PLIOCENE;;3972
10,90679888;43,21537322;1006059;VASCA;LIGURIDI S.L.;;0;124,9;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;9841
10,84763015;43,19759494;1009224;VC 1;LIGURIDI S.L.;;0;575;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;9844
10,82428027;43,20593228;5534013;VC 10;FORMAZIONI POSTOROGENICHE;;0;50;CONGLOMERATI;;GRUPPO;PLIOCENE MED.;;3286
10,83147031;43,20456449;5534014;VC 11;FORMAZIONI POSTOROGENICHE;;0;384;ARGILLE,SABBIE,CONGLOMERATI ED ARENARIA;;GRUPPO;PLIOCENE INF.;;3292
10,82477403;43,16620556;873083;VC 3;SERIE MARINO-CONTINENTALI;;0;450;SABBIA-CONGLOMERATO-ARGILLITE;;Gruppo;PLIOCENE-INF;;7203
10,81435145;43,17155039;768246;VC 4;GRUPPO FORMAZIONI POSTOROGENICHE;;0;440;ARGILLA-MARNA;;Gruppo;PLIOCENE;;7209
10,83171867;43,17259456;787773;VC 7;SERIE MARINO-CONTINENTALI;;0;370;ARGILLA-CONGLOMERATO;;Gruppo;PLIOCENE-INF;;7215
10,80456269;43,16961095;5534030;VC 8;FORMAZIONI POSTOROGENICHE;;0;250;ARGILLE,SABBIE,CONGLOMERATI;;GRUPPO;PLIOCENE INF.;;3373
10,82088486;43,18037237;551642;VC 9;SERIE MARINO-CONTINENTALI;;0;75;CONGLOMERATO-SABBIA;;Gruppo;PLIOCENE-MEDIO;;7224
10,83513004;43,15926109;1004089;VECCHIENNE 1;SERIE E FORMAZIONI INDEFINITE;;0;36;ARENARIA;;Indefinita;ETA' IMPRECISATA;;9851
10,85429748;43,15342778;1003822;VECCHIOVASCONE;SERIE E FORMAZIONI INDEFINITE;;0;22,5;;;Indefinita;ETA' IMPRECISATA;;10441
10,78830869;43,15390603;5434004;VENELLE;FORMAZIONI POSTOROGENICHE;;0;20;CONGLOMERATI E SABBIE;;GRUPPO;PLIOCENE;;3140
12,30508825;45,44124149;6846001;VENEZIA 1;;;0;948,8;SABBIE E ARGILLE;;;;;6266
13,70516052;43,21927435;902402;VERDICCHIO 1D;;;0;1371,5;ARGILLE, SABBIE E ARENARIE;;;QUATERNARIO;PLIOCENE INF.;8839
10,91282182;44,32066455;6135001;VERICA 1;;;0;3496,05;ARGILLE CON ARENARIE,MARNE E CALCARI;;;;;3872
10,05777787;45,32261753;6728003;VEROLANUOVA 1;;;0;1486,4;SABBIE E ARGILLE;;;QUATERNARIO;;5625
10,06333376;45,31178409;6728004;VEROLANUOVA 2;;;0;1510,4;SABBIE,ARGILLE E GHIAIE;;;QUATERNARIO;;5628
10,6028077;44,52844338;6332006;VIANO 1;;;0;3434,1;ARGILLE,MARNE E CALCARI ARENACEI;;;;;4128
13,56574464;37,81672107;2256001;VICARI 1;;;0;470;CALCARI ED ARGILLE;;;;;782
12,09844045;42,28231259;4944008;VICO 1;VULCANITI ALCALINO POTASSICHE;;0;92,5;LAVE E LEUCITITI;;INDEFINITA;QUATERNARIO;;2509
12,09066209;42,31842407;4944007;VICO 2;VULCANITI ALCALINO POTASSICHE;;0;290;TUFI E LAVE;;INDEFINITA;QUATERNARIO;;2503
13,56885586;41,50064341;1002716;VICTORIA 1A;;;0;611;ARENARIA CON SOTTILI INTERCALAZIONI ARGILLARIE;;;;;11362
10,30946103;44,71288864;6430008;VIGATTO 1;;;0;521,6;ARGILLE,GHIAIE E SABBIE;;;QUATERNARIO;;4531
10,28307117;44,70733287;6430009;VIGATTO 5;;;0;587;SABBIE E ARGILLE;;;QUATERNARIO;;4534
10,27834843;44,73844436;6430010;VIGATTO 6;;;0;447,05;SABBIE E ARGILLE;;;QUATERNARIO;;4537
10,292238;44,72538871;6430011;VIGATTO 9;;;0;522,05;SABBIE E ARGILLE;;;QUATERNARIO;;4539
10,83718982;43,38580814;5634001;VILLA LE MONACHE;;;0;50;ARGILLE SABBIOSE;;;;;17
11,54063746;42,81259383;983334;VILLA MACERETI;;;0;153;FLYSCH ALLOCTONO LIGURE;;;;;6657
11,89118622;45,07762359;6643001;VILLADOSE 1;;;0;811,5;SABBIE E ARGILLE;;;QUATERNARIO;;5386
11,89174182;45,07512356;6643002;VILLADOSE 2;;;0;401,85;SABBIE E ARGILLE;;;QUATERNARIO;;5392
11,87035216;45,06679002;6642003;VILLADOSE 3;;;0;797;SABBIE E ARGILLE;;;QUATERNARIO;;5384
11,89729763;45,07151243;6643003;VILLADOSE 4;;;0;866,8;SABBIE E ARGILLE;;;QUATERNARIO;;5393
9,38164127;45,21927897;6723004;VILLANTERIO 1;;;0;781,6;SABBIE E ARGILLE;;;QUATERNARIO;;5485
11,54588899;45,67374115;7040001;VILLAVERLA 1;DEPOSITI ALLUVIONALI;;0;33,02;CIOTTOLI;;FORMAZIONE;;;6545
14,72050611;37,781169;2265001;VITO 1;;;0;3476;ARGILLE,ARENARIE CON CALCARI;;;;;853
14,53522581;36,99949605;1764001;VITTORIA 1;;;0;600;CALCARI,CALCARI MARNOSI E MARNE;;;MIOCENE;OLIGOCENE;164
12,31538402;45,94938746;1009967;VITTORIO VENETO 1;;;0;45;GHIAIE E CONGLOMERATI POLIGENICI CON SELCE;;;MIOCENE SUP;MIOCENE SUP;
10,81400024;43,15206559;1000578;VITTORIOVENETO;GRUPPO FORMAZIONI POSTOROGENICHE;;0;189,7;CONGLOMERATO-ARGILLA;;Gruppo;MIOCENE;;10459
10,82274173;43,19955743;93041;VOLLA;GRUPPO FORMAZIONI POSTOROGENICHE;;0;475;CONGLOMERATO-SABBIA-ARGILLA;;Gruppo;MIOCENE;PLIOCENE;6910
10,82258393;43,19956706;612095;VOLLA D;GRUPPO FORMAZIONI POSTOROGENICHE;;0;465;CONGLOMERATO-ARGILLA-SABBIA;;Gruppo;MIOCENE;PLIOCENE;6913
12,10376564;45,81235681;1000873;VOLPAGO 1;;;0;30;TERRENI DI ALTERAZIONE SUPERFICIALE (FERRETTO);;;PONTICO;PONTICO;11067
10,83541097;43,20600431;980189;VOLPAIE 1;GRUPPO FORMAZIONI POSTOROGENICHE;;0;410;ARGILLA-SABBIA-CONGLOMERATO-GESSO;;Gruppo;MIOCENE-SUP;PLIOCENE-INF;7233
10,83765697;43,21077152;971585;VOLPAIE 2;GRUPPO FORMAZIONI POSTOROGENICHE;;0;310;SABBIA-GESSO-ARGILLA;;Gruppo;MIOCENE-SUP;;7238
8,988574385;44,87566101;6519002;VOLPEDO 1;;;0;2660,2;MARNE,CALCARI, ARENARIE E GESSI;;;;;4879
9,014964054;44,89649477;6520003;VOLPEDO 2;;;0;166,2;SABBIE,ARGILLE E GHIAIE;;;QUATERNARIO;;4885
9,024686728;44,89038364;6520004;VOLPEDO 3;;;0;106,25;ARGILLE E SABBIE;;;QUATERNARIO;;4888
8,989129684;44,89899465;6519001;VOLPEDO 4;;;0;583;ARGILLE,SABBIE E GHIAIE;;;QUATERNARIO;PLIOCENE;4876
14,00498584;41,02702895;1009124;VOLTURNO 1;;;0;11;SABBIA FINE CON LIVELLI DI TORBA;;;;;11285
14,95920014;38,41617471;2667022;VULCANO 2BIS;;;0;236,5;LAVE,CENERI,TUFI E SABBIE;;;QUATERNARIO;;981
10,55088515;43,63139719;1006294;ZANNONE 1;GRUPPO FORMAZIONI POSTOROGENICHE;;0;320;ALLUVIONI;;Gruppo;QUATERNARIO;;9457
12,06038232;42,42620292;5044019;ZITELLE;;;0;23;TRAVERTINI;;;PLEISTOCENE;;2687
10,78615506;43,25937756;557557;ZOLFARA 2;FORMAZIONE SERPENTINA F.L.;;0;1070;OFIOLITE;;Formazione;MALM;;6916
10,79977321;43,15314972;5434003;ZUCCANTINE 1;GRUPPO FORMAZIONI POSTOROGENICHE;;0;110;CONGLOMERATI,SABBIE ED ARGILLE;;GRUPPO;NEOGENE;;3137
10,79032844;43,14926074;116350;ZUCCANTINE 2;GRUPPO FORMAZIONI POSTOROGENICHE;;0;220;CONGLOMERATO-SABBIA-GESSO;;Gruppo;PLIOCENE-INF;;7580
12,33813977;44,58057149;1003255;LIDIA 1;;;0;1932;SABBIE E ARGILLE;;;QUATERNARIO;;11469
12,5062586;44,34990054;1007237;RAVENNA MARE EST;;;0;1883;SABBIE E ARGILLE;;;QUATERNARIO;;11471
12,69582129;44,18239802;1006391;RIMINI MARE 1;;;0;1520;ARGILLE E SABBIE;;;QUATERNARIO;;11449
11,61256748;44,71928422;6440001;MARRARA 1;DEPOSITI ALLUVIONALI;;0,3;105,3;SABBIE E CIOTTOLI CON ARGILLE;;;OLOCENE;;4614
12,24869382;45,79957951;7045003;"NERVESA 1D""A""";CONGLOMERATI DEL MONTELLO;;0,5;1257,5;CONGLOMERATI;;FORMAZIONE;MESSINIANO;TORTONIANO;6563
12,18344559;42,02981019;4845006;171;VULCANITI;;1;138;PIROCLASTITI E LAVE;;;QUATERNARIO;;2208
9,02607513;44,9359398;6520002;STAFFORA 1DIR.;;;1;71;ALLUVIONI;;;OLOCENE;;4880
14,0827645;41,34897699;1005044;TEANO 3;COMPLESSO VULCANICO;;1;1,5;STRATO DI LAVA PORFIRICA GRIGIA CON FENOCRISTALLI DI LEUCITE (FONOLITE LEUCITICA?;;;PLEISTOCENE;;
14,0827645;41,34897699;1005044;TEANO 3;COMPLESSO VULCANICO;;1,5;18;TUFO SABBIOSO-SCORIACEO DI COLORE GRIGIO SCURO O NERASTRO CON ABBONDANTI ELEMENTI DI LAVA SCURA (BASALTO?) E DI UNA LAVA LEUCITICA A STRUTTURA PORFIRICA, CRISTALLI ISOLATI DI SANIDINO E DI PIROSSENO, PICCOLE POMICI. GLI ELEMENTI VARIANO DAL MM AL CM, CON MAGGIORE FREQUENZA SUI 2-3MM;;;PLEISTOCENE;;
11,55645233;44,9128976;6540003;CASCINA NUOVA 1D;;;2;1301;MARNE,SABBIE E ALLUVIONI;;;OLOCENE;AQUITANIANO;5248
12,19870069;44,82012159;6445002;POMPOSA 1;SABBIE DI ASTI;;2;2071;SABBIE;;FORMAZIONE;PLEISTOCENE;;4848
11,500064;44,62039351;6340015;MINERBIO 54D;;;2,4;192,4;ALLUVIONI;;;QUATERNARIO;;4371
11,500064;44,62039351;6340016;MINERBIO 55D;;;2,4;192,4;ALLUVIONI;;;QUATERNARIO;;4375
11,500064;44,62039351;6340017;MINERBIO 56D;;;2,4;192,4;ALLUVIONI;;;QUATERNARIO;;4379
11,500064;44,62039351;6340018;MINERBIO 58D;;;2,4;192,4;ALLUVIONI;;;QUATERNARIO;;4383
9,584426518;45,2634474;6724011;CAVIAGA 60BIS;SABBIE DI ASTI;;2,9;1041,9;SABBIE;;FORMAZIONE;PLEISTOCENE;;5518
11,49728615;44,61622678;6339038;MINERBIO 77D;;;3;1394;SABBIE E ARGILLE;;;PLEISTOCENE;PLIOCENE MED.;4324
11,49728615;44,61622678;6339039;MINERBIO 78D;;;3;1406;SABBIE E ARGILLE;;;PLEISTOCENE;PLIOCENE MED.;4326
11,49728615;44,61622678;6339040;MINERBIO 79D;;;3;1292;ARGILLE E SABBIE;;;PLEISTOCENE;PLIOCENE MED.;4328
11,49728615;44,61622678;6339041;MINERBIO 80D;;;3;1243;SABBIE E ARGILLE;;;PLEISTOCENE;PLIOCENE MED.;4330
11,49728615;44,61622678;6339042;MINERBIO 81D;;;3;1285;SABBIE E ARGILLE;;;PLEISTOCENE;PLIOCENE MED.;4332
11,49728615;44,61622678;6339043;MINERBIO 82D;;;3;1264;SABBIE E ARGILLE;;;PLEISTOCENE;PLIOCENE MED.;4334
11,49728615;44,61622678;6339044;MINERBIO 83D;;;3;1313,5;SABBIE E ARGILLE;;;PLEISTOCENE;PLIOCENE MED.;4336
11,49728615;44,61622678;6339045;MINERBIO 84D;;;3;1331;SABBIE E ARGILLE;;;PLEISTOCENE;PLIOCENE MED.;4338
14,67744927;37,74450192;2265008;FIUMETTO 1;COMPLESSO SICILIDE;;3,63;2373,63;ARGILLA E ARENRIA;;;;;860
16,36166245;40,538142;3978001;FERRANDINA A DIR./GROTTOLE 35;;;4;80;CONGLOMERATI;;;;;1349
12,18287007;44,44150549;6245009;CASE GHIGI 1;SABBIE DI ASTI;;4,8;1773,8;SABBIE;;FORMAZIONE;PLEISTOCENE;;4069
9,399111516;45,44594878;4905544;CALANDRONE 1;;;5;65;SABBIA, CIOTTOLI E ARGILLA;;;;;9041
13,17406659;37,49949507;2053002;CIANCIANA S1;;;5;17;ARENARIE CON CEMENTO CALCAREO;;;;;551
8,752787032;39,79643729;824624;MONTE ARCI;;;5;46;VULCANITI-LAVE BASALTICHE;;;;;7899
10,85429747;43,15426112;1004143;MONTEROTONDO 5;SCAGLIA ROSSA;FALDA TOSCANA;5;30,6;ARGILLITE;;Formazione;CRETACEO;EOCENE;10396
9,65748225;45,49789542;6825010;S.BARTOLOMEO 4;;;5;125;ALLUVIONI;;;QUATERNARIO;;6052
12,08454994;42,41898073;5044020;S.SALVATORE;;;5;25;TUFI;;;;;2698
13,46348313;43,43038709;5655003;SETTEFINESTRE 2;ARGILLE DEL SANTERNO;;5;804;ARGILLE;;FORMAZIONE;PLIOCENE SUP.;PLIOCENE MED.;3722
14,0655423;41,24147581;1009501;TEANO 4;COMPLESSO VULCANICO;;5;18;CINERITI GRIGIE E SABBIE VULCANICHE MOLTO FINI, CEMENTATE, IN MATRICE CINERITICO-SCORIACEA. GLI ELEMENTI CHE COSTITUISCONO LE SCORIE SONO DI DIMENSIONI <1 CM;;;;;15695
9,31385791;45,46567077;6822006;S.BOVIO 1DIR.;DEPOSITI ALLUVIONALI;;5,1;314,1;GHIAIE E CIOTTOLI CON ARGILLE;;;PLEISTOCENE;;5826
15,49857256;41,21036883;4371005;ASCOLI SATRIANO 10D;ARGILLE DEL SANTERNO;;5,3;1118,3;ARGILLE CON SABBIE;;FORMAZIONE;PLEISTOCENE;PLIOCENE SUP.;1690
12,12174541;45,67679946;7044001;PAESE 1D;ARGILLE DEL SANTERNO;;5,5;1354,5;ARGILLE;;FORMAZIONE;PLEISTOCENE;PLIOCENE SUP.;6552
13,9008383;40,91550801;1004156;MONTE TABOR (n. 18);;;5,7;8,8;TUFO;;;;;11310
